please give me flights from atlanta to boston on wednesday morning and thursday afternoon 		 please give me flights from atlanta to boston on wednesday afternoon and thursday morning 		 Score: 0.9979
does continental fly from boston to san francisco with a stop in denver 		 show me the flights from washington dc to san francisco with a stopover in denver 		 Score: 0.8436
show me all nonstop flights between denver and oakland leaving after noon and arriving after 5 pm 		 find a nonstop flight between denver and oakland leaving in the afternoon and arriving near 5 pm 		 Score: 0.8436
flight information from oakland to denver 		 is there a flight leaving san francisco to denver 		 Score: 0.8436
what is the first flight from boston to atlanta 		 whats the earliest flight from atlanta to boston 		 Score: 0.8436
show me all flights arriving to denver from oakland 		 list list flights between oakland and denver 		 Score: 0.8436
the cheapest flights from atlanta to philadelphia that arrive after 12 pm on a tuesday 		 give me the cheapest one way flights between boston and philadelphia which arrive after noon on a tuesday 		 Score: 0.8435
show flights leaving boston on wednesday morning and arriving in denver 		 what flights are available wednesday morning from boston to denver 		 Score: 0.8435
please give me flights available from baltimore to philadelphia 		 flights from baltimore to philadelphia please 		 Score: 0.8435
show me all the us air flights to pittsburgh between 12 and 4 in the afternoon 		 what about the eastern airlines flights arriving in pittsburgh between 12 and 4 in the afternoon 		 Score: 0.8435
show morning flights from philadelphia to dallas 		 does american airlines fly from philadelphia to dallas 		 Score: 0.8435
show me flights between new york city and las vegas 		 show me the flights from san francisco to las vegas 		 Score: 0.8435
show me all the flights from burbank to denver 		 also show me all flights from oakland to denver 		 Score: 0.8435
list the takeoffs and landings at general mitchell international 		 list all the flights that fly into general mitchell international 		 Score: 0.8435
does northwest fly into denver 		 what northwest flights stop in denver 		 Score: 0.8434
now show me the flights from denver to atlanta 		 i want a flight from denver to atlanta 		 Score: 0.8434
i would like to fly from denver to pittsburgh on united airlines 		 okay i want a flight originating in denver going to pittsburgh 		 Score: 0.8434
does delta airlines fly from pittsburgh to atlanta 		 id like to see flights from pittsburgh to atlanta 		 Score: 0.8434
i need a flight from boston to denver 		 i would like a flight from atlanta to denver 		 Score: 0.8434
where does continental fly to from chicago 		 what flights are there on continental from seattle to chicago 		 Score: 0.8434
i would like to fly from pittsburgh to atlanta on us air 		 i would like direct coach flights from pittsburgh to atlanta 		 Score: 0.8434
what are all flights from boston to denver 		 please list flights between denver and boston 		 Score: 0.8434
show me flights from pittsburgh to philadelphia 		 list all flights from pittsburgh to philadelphia 		 Score: 0.8434
what are all flights from boston to denver 		 show flights between boston and denver 		 Score: 0.8433
find me the earliest flight from boston to atlanta 		 i would like a flight from boston to atlanta 		 Score: 0.8433
show me the flights from baltimore to pittsburgh 		 show me the flights from boston to pittsburgh 		 Score: 0.8433
show flights from san francisco to denver on wednesday and thursday 		 show flights from san francisco to denver on either wednesday the twenty third or thursday the twenty fourth 		 Score: 0.8433
show me flights from pittsburgh to san francisco 		 show all flights and fares from pittsburgh to san francisco 		 Score: 0.8433
does eastern have an early afternoon flight from boston to san francisco 		 does delta have an early afternoon flight from boston to san francisco 		 Score: 0.8433
i would like to arrange a flight from denver to pittsburgh 		 i want a flight from boston to denver that stops in pittsburgh 		 Score: 0.8432
can you give me a list of the flights from atlanta to boston 		 all right do you have a flight from atlanta to boston 		 Score: 0.8432
please list the flights from st paul to kansas city on friday night that serve meals 		 please list the friday night flights from st paul to kansas city 		 Score: 0.8432
i would like to travel from boston to denver 		 i would like to fly from denver to boston 		 Score: 0.8432
whats the cheapest flight from denver to pittsburgh 		 what is the cheapest flight from denver to pittsburgh leaving on september twenty eighth 		 Score: 0.8432
what is the cheapest flight from pittsburgh to atlanta 		 flying from pittsburgh to atlanta on september fourth what would be the cheapest flight 		 Score: 0.8432
show me the flights from pittsburgh to philadelphia 		 show me all the flights from philadelphia to san francisco 		 Score: 0.8432
what flights can i take between boston and atlanta so that when i leave boston i will have the maximum amount of time on the ground in atlanta and still return in the same day 		 i need to go from boston to atlanta and back in the same day find me the earliest flight from boston 		 Score: 0.8431
i would like to see flights from denver to philadelphia 		 i need a flight from denver to philadelphia 		 Score: 0.8431
do you have a flight from atlanta to boston 		 what flights go from boston to atlanta 		 Score: 0.8431
now show me the flights from denver to atlanta 		 id like to see all the flights with their fares from denver to atlanta 		 Score: 0.8430
i need a flight from kansas city to chicago that leaves wednesday and arrives in chicago around 7 pm 		 what flights from kansas city to chicago next wednesday arrive at chicago at about 7 pm 		 Score: 0.8430
find me a flight from boston to san francisco with a layover in denver 		 hello i would like to plan a flight from boston to denver 		 Score: 0.8430
what flights are available from boston to denver 		 when is the earliest flight from boston to denver 		 Score: 0.8430
list all the flights that arrive at general mitchell international from various cities 		 list all flights departing from general mitchell 		 Score: 0.8430
show me all the flights from atlanta to baltimore on any airline on thursday 		 please list all flights from atlanta to baltimore on wednesday and thursday 		 Score: 0.8430
show me the evening flights from philadelphia to atlanta 		 show me the flights from philadelphia to dallas that stop in atlanta 		 Score: 0.8430
i would like information for flights from baltimore to dallas on early tuesday morning 		 i need information on flights for tuesday leaving baltimore for dallas dallas to boston and boston to baltimore 		 Score: 0.8430
show me the flights from boston to atlanta 		 show me flights from denver to atlanta 		 Score: 0.8430
fridays flights between newark and tampa 		 what flights depart newark for tampa on friday 		 Score: 0.8430
flight information from oakland to denver 		 also show me all flights from oakland to denver 		 Score: 0.8430
show me flights from san francisco to atlanta 		 show me the flights on delta that go through atlanta 		 Score: 0.8429
fly from dallas to baltimore 		 what are your flights from dallas to baltimore 		 Score: 0.8429
flight information from san francisco to pittsburgh 		 show me all flights with fares from pittsburgh to san francisco 		 Score: 0.8429
show me the flights from baltimore to pittsburgh 		 show me the flights from pittsburgh to philadelphia 		 Score: 0.8429
what flights are there tuesday morning from dallas to atlanta 		 can you show me flights from dallas to atlanta on tuesday night 		 Score: 0.8429
list the flights from dallas to baltimore 		 show me all flights from baltimore to dallas 		 Score: 0.8429
can you show me the list of flights that fly from washington to san francisco via dallas 		 show me the flights from boston to san francisco that stop in dallas 		 Score: 0.8429
list the takeoffs and landings at general mitchell international 		 list all the flights that arrive at general mitchell international 		 Score: 0.8428
show me all flights from san diego to miami with a stop in denver 		 show me the flights from washington dc to san francisco with a stopover in denver 		 Score: 0.8428
is there a flight leaving from boston to atlanta 		 is there one stop with the us air boston leaving at 705 to atlanta 		 Score: 0.8428
show me all flights from san francisco to washington dc 		 show me the flights from san diego to washington dc 		 Score: 0.8428
what is the latest flight leaving pittsburgh returning to denver 		 whats the latest flight out of denver that arrives in pittsburgh next monday 		 Score: 0.8428
show me the flights from philadelphia to baltimore 		 show me the flights from baltimore to pittsburgh 		 Score: 0.8428
what is the least expensive flight from atlanta to boston 		 what is the cheapest one way flight from atlanta to boston 		 Score: 0.8428
list the takeoffs and landings at general mitchell international 		 list all flights arriving at general mitchell international 		 Score: 0.8428
give me a list of flights between denver and oakland 		 what are the flights from denver to oakland 		 Score: 0.8428
show me the flights from atlanta to boston 		 show me the flights from boston to san francisco that stop in atlanta 		 Score: 0.8428
what flights are there from denver to atlanta 		 are there any flights from denver to pittsburgh with stops in atlanta 		 Score: 0.8428
show me flights from baltimore to philadelphia please 		 i would like to see the flights from baltimore to philadelphia 		 Score: 0.8428
show me flights from boston to san francisco 		 show me the delta flights from san francisco to boston 		 Score: 0.8427
show me flights from baltimore to philadelphia please 		 show me the flights from boston to philadelphia 		 Score: 0.8427
id like to fly from philadelphia to san francisco with a stopover in dallas 		 id like to go from boston to san francisco with a stop in dallas 		 Score: 0.8427
i want to fly united airlines from boston to denver 		 i would like a flight from boston to denver on monday 		 Score: 0.8427
find me the earliest flight from boston to atlanta and the latest return from atlanta to boston within the same day 		 find me the earliest boston departure and the latest atlanta return trip so that i can be on the ground the maximum amount of time in atlanta and return to boston on the same day 		 Score: 0.8427
information on flights from denver to philadelphia 		 please show me flights from boston to denver with a stopover in philadelphia 		 Score: 0.8427
show me flights from denver to philadelphia 		 list all flights from denver to philadelphia 		 Score: 0.8427
flight information from denver to san francisco 		 is there a nonstop flight from denver to san francisco 		 Score: 0.8427
does american airlines fly from philadelphia to san francisco 		 information on flights from philadelphia to san francisco 		 Score: 0.8427
can you give me a list of the flights from atlanta to boston 		 show me the flights from boston to atlanta 		 Score: 0.8426
i would like to fly from atlanta to philadelphia 		 i need a flight from san francisco to philadelphia 		 Score: 0.8426
please show me early morning flights from atlanta to philadelphia on wednesday 		 list the three earliest flights from atlanta to philadelphia on wednesday 		 Score: 0.8426
please give me the cheapest flight from denver to pittsburgh 		 id like to book the cheapest one way flight from denver to pittsburgh 		 Score: 0.8426
show me the cheapest flights from dallas to baltimore 		 whats the cheapest flight from baltimore to dallas on american 		 Score: 0.8426
show me all the flights to baltimore from denver or philadelphia or pittsburgh 		 show me all flights from baltimore to philadelphia 		 Score: 0.8426
show me flights from baltimore to dallas 		 show me the flights from san francisco to dallas 		 Score: 0.8426
find me the earliest flight from boston to atlanta and the latest return to boston on the same day 		 find me the earliest boston departure and the latest atlanta return trip so that i can be on the ground the maximum amount of time in atlanta and return to boston on the same day 		 Score: 0.8426
flights from charlotte to baltimore 		 what flights go from charlotte to baltimore in the morning 		 Score: 0.8426
i need a flight from boston to denver 		 i need to go from boston to denver and then to san francisco 		 Score: 0.8426
list flights from philadelphia to san francisco via dallas 		 is there a flight from philadelphia to oakland with a stop in dallas 		 Score: 0.8426
show me the flights between boston and san francisco denver and san francisco boston and denver 		 show me all flights from boston to denver 		 Score: 0.8426
show me the flights from boston to san francisco stopping in dallas on american airlines 		 list the flights from dallas to san francisco on american airlines 		 Score: 0.8425
list the american airlines flights from dallas to san francisco 		 can you show me the list of flights that fly from washington to san francisco via dallas 		 Score: 0.8425
show me flights from pittsburgh to san francisco 		 im looking for a flight from pittsburgh to san francisco 		 Score: 0.8425
show me the flights from denver to philadelphia again 		 show me the flights from pittsburgh to philadelphia 		 Score: 0.8425
does continental fly from boston to san francisco with a stop in denver 		 what are the flights from san francisco to denver 		 Score: 0.8425
is there a flight leaving at 1505 from pittsburgh to baltimore on july twenty fifth 1991 		 what flights are available from pittsburgh to baltimore on july twenty fifth 1991 		 Score: 0.8425
give me a list of the morning flights from atlanta to boston 		 show me the us air flights from atlanta to boston 		 Score: 0.8425
show me the flights from pittsburgh to philadelphia 		 id like to see flights from pittsburgh to philadelphia 		 Score: 0.8425
show me all flights that arrive in philadelphia from baltimore denver or pittsburgh 		 now show me flights from pittsburgh to philadelphia 		 Score: 0.8425
what flights go from boston to dallas 		 what are the delta flights from dallas to boston 		 Score: 0.8424
i need information on a flight from boston to denver 		 i need a flight from boston to denver 		 Score: 0.8424
show me all flights from chicago to kansas city on thursday june seventeenth arriving in kansas city at around 7 oclock in the evening 		 show me all flights from kansas city to chicago on june sixteenth arriving around 7 oclock in the evening 		 Score: 0.8424
show flights from dallas to san francisco 		 show me all flights from dallas to san francisco 		 Score: 0.8424
what are the flights from san francisco to denver 		 what is the latest flight leaving washington for denver 		 Score: 0.8423
give me the earliest flight tomorrow from st petersburg to milwaukee on a airline other than twa 		 give me the earliest flight on american airlines tomorrow from st petersburg to milwaukee 		 Score: 0.8423
list flights from san francisco to pittsburgh 		 show me the monday flights from san francisco to pittsburgh 		 Score: 0.8423
show me flights from boston to philadelphia on a monday 		 flights from boston flights from philadelphia to boston on monday 		 Score: 0.8423
show me the latest flight from denver to boston 		 show me all flights arriving to denver from boston 		 Score: 0.8423
flights and fares from denver to oakland 		 flight information from oakland to denver 		 Score: 0.8423
what are the morning flights from boston to philadelphia 		 whats the earliest flight from boston to philadelphia 		 Score: 0.8423
show me the flights from denver to westchester county 		 flights from denver to westchester county new york weekdays 		 Score: 0.8423
what is the latest flight from washington dc to denver 		 looking for a flight from dc to denver colorado 		 Score: 0.8423
i would like a list of round trip flights between indianapolis and orlando florida for the twenty seventh and the twenty eighth of december 		 give me the flights with the fares from indianapolis to orlando on december twenty seventh 		 Score: 0.8422
i would like some information on flights leaving boston to atlanta 		 is there a flight leaving from boston to atlanta 		 Score: 0.8422
okay i want a flight originating in denver going to pittsburgh 		 im interested in flights from denver to pittsburgh 		 Score: 0.8422
am flights from dallas to san francisco 		 show me american flights from dallas to san francisco 		 Score: 0.8422
show me flights from pittsburgh to san francisco 		 show me flights from san francisco to pittsburgh on a sunday 		 Score: 0.8422
flights from baltimore to philadelphia please 		 i want to fly from baltimore to philadelphia 		 Score: 0.8422
show me the afternoon flights from washington to boston 		 show me the flights from washington to boston 		 Score: 0.8422
show me the flights to love field from all other airports 		 show me the flights from love field to other airports 		 Score: 0.8422
what are the flights from boston to atlanta 		 what flight from boston to atlanta arrives earliest in atlanta 		 Score: 0.8422
give me the flights and fares on december twenty seventh from indianapolis to orlando 		 list all round trip flights between indianapolis and orlando on the twenty seventh of december 		 Score: 0.8421
show all united flights between boston and philadelphia 		 list all flights from pittsburgh to philadelphia 		 Score: 0.8421
show me the cheapest flights from san francisco to boston 		 id like to find the cheapest flight from boston to san francisco 		 Score: 0.8421
does delta airline fly from denver to pittsburgh 		 what are the flights from denver to pittsburgh 		 Score: 0.8421
tell me about flights from atlanta to charlotte next monday 		 list all the flights from atlanta to charlotte north carolina that leave next monday 		 Score: 0.8421
weekday flights from san francisco to denver 		 what flights go from denver to san francisco 		 Score: 0.8421
i need a flight from atlanta to baltimore and this flight should arrive at 7 pm please 		 could you please find me a nonstop flight from atlanta to baltimore on a boeing 757 arriving at 7 pm 		 Score: 0.8421
please list all flights on united airlines and northwest which go to denver 		 which united airlines flights go through denver 		 Score: 0.8421
can you show me the list of flights that fly from washington to san francisco via dallas 		 what flights go from san francisco to dallas 		 Score: 0.8420
what flights are available from boston to denver 		 what flights are available wednesday morning from boston to denver 		 Score: 0.8420
i want to fly from philadelphia to dallas and make a stopover in atlanta 		 i need to fly leaving philadelphia to atlanta 		 Score: 0.8420
when is the first flight in the morning from boston to denver 		 show me the earliest flight from boston to denver 		 Score: 0.8420
i want to go from denver to oakland 		 i want to go from boston to oakland 		 Score: 0.8420
show me flights from dallas to pittsburgh 		 show me flights from pittsburgh to philadelphia 		 Score: 0.8419
can you please show me the flights from pittsburgh to boston on wednesday of next week that arrive before noon 		 what flights are available from pittsburgh to boston on wednesday of next week 		 Score: 0.8419
show me all flights arriving to denver from baltimore oakland and boston 		 also show me all flights from oakland to denver 		 Score: 0.8419
id like to take a flight from washington dc stop in denver and with my final destination as san francisco 		 i want to go from san francisco to denver 		 Score: 0.8419
what flights land at general mitchell international 		 please list the flights taking off and landing on general mitchell international airport 		 Score: 0.8419
what is the last flight from baltimore to boston 		 whats the last flight from atlanta to boston 		 Score: 0.8419
show me flights from boston to washington on monday 		 i want to go from boston to washington on monday morning 		 Score: 0.8419
please list all the takeoffs and landings for general mitchell international 		 list all the flights that arrive at general mitchell international airport 		 Score: 0.8418
what flights from san jose to dallas on friday afternoon 		 please list the friday afternoon flights from san jose to dallas on american airlines 		 Score: 0.8418
i would like a flight from philadelphia to dallas 		 i want to fly from boston to dallas 		 Score: 0.8418
id like a flight from burbank to tacoma washington 		 what flights do you have from burbank to tacoma washington 		 Score: 0.8418
list the flights from philadelphia to san francisco via dallas 		 is there a flight from philadelphia to oakland with a stop in dallas 		 Score: 0.8418
i would like to see the flights from baltimore to philadelphia 		 i would like to see the flights from denver to philadelphia 		 Score: 0.8418
list all american airlines flight from milwaukee to phoenix on sunday 		 show me saturday and sundays flights from milwaukee to phoenix on american airlines 		 Score: 0.8418
show me the flights from miami to denver 		 show me the latest flight from san francisco to denver 		 Score: 0.8418
what is the least expensive flight from atlanta to boston 		 what is the least expensive flight from denver to atlanta 		 Score: 0.8418
what are the flights available in the morning between denver and san francisco 		 what are the early morning flights from boston to denver 		 Score: 0.8418
show me the flights from baltimore to atlanta 		 please list the flights from washington dc to atlanta 		 Score: 0.8418
show me the flights from dallas to atlanta 		 pm flights dallas to atlanta 		 Score: 0.8417
show me all flights from baltimore to philadelphia 		 show me all the flights from philadelphia to san francisco 		 Score: 0.8417
i would like to see the daily flights from baltimore to philadelphia 		 i would like to see the flights from baltimore to philadelphia again 		 Score: 0.8417
find travel arrangements for a round trip flight from boston to pittsburgh 		 flights from boston to pittsburgh 		 Score: 0.8417
what are the flights from boston to washington 		 show me the flights from washington to boston 		 Score: 0.8417
what flights go from boston to atlanta next tuesday 		 show me flights from dallas to atlanta on tuesday 		 Score: 0.8417
show flights from pittsburgh to oakland on us airlines with fare information 		 show all flights from pittsburgh to oakland 		 Score: 0.8416
i would like a flight from philadelphia to dallas that makes a stop in atlanta 		 please list flights from philadelphia to dallas stopping in atlanta 		 Score: 0.8416
give me a flight between boston and denver 		 i would like to travel from boston to denver 		 Score: 0.8416
what flights are available monday from san francisco to pittsburgh 		 show me flights with first class reservations from san francisco to pittsburgh for monday 		 Score: 0.8416
what are all flights from san francisco to philadelphia with stops in pittsburgh 		 what are the round trip flights from philadelphia to san francisco 		 Score: 0.8416
i want to fly from boston to denver with a stop in philadelphia 		 i would like to see the flights from denver to philadelphia 		 Score: 0.8416
show me the latest flight on wednesday from atlanta to washington dc 		 show me the flights from atlanta to washington dc on wednesday night and thursday morning 		 Score: 0.8416
is there a flight leaving san francisco to denver 		 is there a delta flight from denver to san francisco 		 Score: 0.8416
show me the flights from boston to pittsburgh on wednesday or thursday 		 what flights are available from pittsburgh to boston on wednesday of next week 		 Score: 0.8416
show all flights from pittsburgh to san francisco 		 show all connecting flights from pittsburgh to oakland 		 Score: 0.8416
i need a flight from baltimore to dallas tomorrow morning 		 i need to fly from baltimore to dallas on tuesday evening 		 Score: 0.8416
i would like to travel from boston to denver 		 i need to go from boston to denver and then to san francisco 		 Score: 0.8416
i need to fly from boston to denver this monday 		 now i need a flight leaving fort worth and arriving in denver no later than 2 pm next monday 		 Score: 0.8416
show me the flights from baltimore to oakland 		 show me all flights from san francisco to oakland 		 Score: 0.8416
is there a thursday night flight from pittsburgh to san francisco on us air 		 list the flights from pittsburgh to san francisco on thursday 		 Score: 0.8416
fly from denver to philadelphia on continental 		 information on flights from denver to philadelphia 		 Score: 0.8416
what flights are available on wednesday from atlanta to washington dc 		 show me flights from atlanta to washington dc on wednesday evening 		 Score: 0.8416
show me all flights direct only from boston to san francisco or oakland that arrive before 10 am local time 		 show me all flights direct and connecting from boston to pittsburgh that arrive in pittsburgh before 10 am 		 Score: 0.8416
list the takeoffs and landings at general mitchell international 		 list all the arriving flights at general mitchell international 		 Score: 0.8416
what are the flights from boston to san francisco 		 what are the flights from boston to san francisco leaving tomorrow 		 Score: 0.8415
show me all flights from san francisco to pittsburgh which arrive in pittsburgh before 9 oclock am tomorrow 		 show me all flights for tomorrow from san francisco to pittsburgh 		 Score: 0.8415
show me all flights that depart from san francisco and go to either boston philadelphia or baltimore 		 show me all flights from denver or philadelphia or pittsburgh to baltimore 		 Score: 0.8415
could you please tell me the cheapest flight from boston to san francisco 		 id like to fly from boston to san francisco could you find me the cheapest fare 		 Score: 0.8415
wednesday morning flights between baltimore and newark 		 wednesday from baltimore to newark 		 Score: 0.8415
show me the flights from baltimore to atlanta 		 show me all flights from san francisco to atlanta 		 Score: 0.8415
are there any flights from philadelphia to dallas which stop in atlanta 		 are there any flights from denver to pittsburgh with stops in atlanta 		 Score: 0.8415
what are your flights from pittsburgh to baltimore 		 show me all flights from pittsburgh to baltimore 		 Score: 0.8415
show me flights on monday from philadelphia to boston after 7 am 		 flights from boston flights from philadelphia to boston on monday 		 Score: 0.8415
show me the flights from boston to san francisco stopping in dallas on american airlines 		 show me the flights from san francisco to dallas 		 Score: 0.8415
id like united airlines flights from denver to baltimore 		 give me the flights from denver to baltimore on united airlines 		 Score: 0.8414
show me the flights from oakland to denver 		 what are the flights from denver to oakland 		 Score: 0.8414
show me flights from san francisco to denver on weekdays 		 show me the flights from oakland to denver 		 Score: 0.8414
what are the flights from pittsburgh to denver and back 		 flight information from pittsburgh to denver 		 Score: 0.8414
give me information on flights from atlanta to washington dc leaving on thursday before 0900 		 i want information on flights from atlanta to washington dc i want to leave wednesday after 4 pm or thursday before 9 am 		 Score: 0.8414
id like to book the cheapest one way flight from denver to pittsburgh 		 what is the cheapest flight from denver to pittsburgh 		 Score: 0.8414
show me the flights to and from love field 		 show me the flights arriving at love field from other airports 		 Score: 0.8414
show me all the flights between oakland and denver 		 show me all flights from boston to denver 		 Score: 0.8414
give me the flights from new york to las vegas and memphis to las vegas on sunday 		 flights from memphis to las vegas on sunday 		 Score: 0.8414
show me all the united flights from boston to denver 		 show me flights from san francisco to denver 		 Score: 0.8414
what flights are available from boston to denver 		 show me all the united flights from boston to denver 		 Score: 0.8414
what afternoon flights are available from denver to san francisco on wednesdays 		 list united flights from denver to san francisco on wednesdays 		 Score: 0.8414
can you show me the flights from baltimore to dallas 		 on monday show me flights from baltimore to dallas 		 Score: 0.8414
show me flights from denver to atlanta 		 show me the flights on delta that go through atlanta 		 Score: 0.8414
i would like to fly from denver to pittsburgh on the cheapest flight possible 		 whats the cheapest flight from denver to pittsburgh for both one way and round trip flights 		 Score: 0.8413
list flights from philadelphia to dallas that stop in atlanta 		 what flights are available from dallas fort worth to atlanta 		 Score: 0.8413
flight from denver to philadelphia saturday afternoon 		 show me the flights from denver to philadelphia on a saturday 		 Score: 0.8413
show me flights from pittsburgh to san francisco on sunday 		 please list all flights from san francisco to pittsburgh on sunday 		 Score: 0.8413
show me the latest flight from san francisco to denver 		 show me the united flights from bwi to denver 		 Score: 0.8413
show me all the united airlines flights leaving dallas 		 show me all flights arriving at dallas 		 Score: 0.8413
show me the flights from denver to philadelphia again 		 please show flights arriving in philadelphia from denver 		 Score: 0.8413
find travel arrangements for a one way flight from san francisco to dallas 		 what flights go from san francisco to dallas 		 Score: 0.8413
how can i go from the san francisco airport to downtown san francisco 		 how do you travel from san francisco airport to downtown san francisco 		 Score: 0.8412
flights from washington dc to denver 		 show me flights from san francisco to denver 		 Score: 0.8412
whats the latest flight from san francisco to atlanta 		 is there a flight leaving from boston to atlanta 		 Score: 0.8412
what is the latest flight leaving boston to denver 		 is there a flight on american airlines from boston to denver 		 Score: 0.8412
show me the latest flight from denver to boston 		 list daily flights from denver to boston 		 Score: 0.8412
find a flight on american airlines from boston to san francisco that makes a stopover in denver 		 does united airlines have flights between boston and denver 		 Score: 0.8412
i would like to fly from denver to pittsburgh on the cheapest flight possible 		 can you show me the cheapest round trip flights between denver and pittsburgh 		 Score: 0.8412
show me all flights from san francisco to pittsburgh on a monday 		 show all flights leaving monday morning from boston to pittsburgh 		 Score: 0.8412
show me the flights from pittsburgh to los angeles on thursday 		 show me the flights from boston to pittsburgh on thursday 		 Score: 0.8411
show me all flights from pittsburgh which leave tomorrow and arrive in boston 		 show all flights leaving monday morning from boston to pittsburgh 		 Score: 0.8411
what flights are available from denver to san francisco 		 what are the flights available in the morning between denver and san francisco 		 Score: 0.8411
is there a flight leaving san francisco to denver 		 please list flights between san francisco and denver 		 Score: 0.8411
im interested in flights from denver to pittsburgh 		 okay id like to fly from denver to pittsburgh 		 Score: 0.8411
show me the flights from boston to pittsburgh on wednesday 		 are there wednesday morning flights between pittsburgh and boston 		 Score: 0.8411
i want to see the cheapest flights from denver to atlanta 		 what are the cheapest flights from denver to pittsburgh that stop in atlanta 		 Score: 0.8411
what flights are available from boston to denver today 		 when is the earliest flight from boston to denver 		 Score: 0.8411
what is united airlines service between boston and san francisco 		 show me the flights from boston to san francisco on united airlines 		 Score: 0.8411
show all nonstop flights from boston to san francisco 		 show me the flights from san francisco to boston 		 Score: 0.8411
show me the flights from philadelphia to atlanta 		 show me the flights from boston to atlanta 		 Score: 0.8411
please give me the flights from san francisco to washington dc 		 show me the flights from san francisco to washington dc 		 Score: 0.8411
show me flights from washington dc to san francisco with a stopover in denver 		 show me the flights from oakland to denver 		 Score: 0.8410
list the american airlines flights from dallas to san francisco 		 show me the flights from san francisco to dallas 		 Score: 0.8410
united airlines flights stopping in denver before noon 		 united airlines flights stopping in denver 		 Score: 0.8410
show me the flights from baltimore to oakland please 		 show me all flights from san francisco to oakland 		 Score: 0.8410
what flights from any city land at general mitchell international 		 list all the flights that arrive at general mitchell international from various cities 		 Score: 0.8410
what northwest flights stop in denver 		 what is the latest flight leaving washington for denver 		 Score: 0.8410
please list for me the flights on united airlines between boston and denver 		 give me the list of flights for continental airlines between boston and denver 		 Score: 0.8410
weekday flights from san francisco to denver 		 show the flights from denver to san francisco 		 Score: 0.8410
flight from denver to dallas fort worth 		 im looking for a flight from oakland to denver with a stopover in dallas fort worth 		 Score: 0.8410
show me all flights from san diego to miami with a stop in denver 		 show me all flights from boston to denver 		 Score: 0.8409
show me all flights from san diego to miami with a stop in denver 		 display all flights from toronto to san diego on us air stopping over in denver 		 Score: 0.8409
please list for me the flights on united airlines between boston and denver 		 please list all flights on united airlines and northwest which go to denver 		 Score: 0.8409
please give me the earliest flight tomorrow from st petersburg to milwaukee 		 i need a listing of flights from st petersburg florida to tacoma washington leaving tomorrow and i would like to have a stopover in milwaukee please 		 Score: 0.8408
am flights from atlanta to philadelphia 		 i would like to fly from atlanta to philadelphia 		 Score: 0.8408
show me flights from philadelphia to baltimore 		 show me all flights from pittsburgh to baltimore 		 Score: 0.8408
show me the flights going from pittsburgh to san francisco on monday 		 please give me a flight from pittsburgh to san francisco monday 		 Score: 0.8408
what are the flights from boston to san francisco 		 please show me the flights from boston to san francisco 		 Score: 0.8408
list all flights from burbank to denver 		 list all direct flights from boston to denver 		 Score: 0.8408
id like a flight from baltimore to boston as early in the morning as i can 		 what is the earliest flight i can get from baltimore to boston 		 Score: 0.8408
list the takeoffs and landings at general mitchell international 		 list all flights at general mitchell international 		 Score: 0.8408
i want to fly from atlanta to philadelphia nonstop 		 i want to fly from baltimore to philadelphia 		 Score: 0.8407
show all united flights between boston and philadelphia 		 list all flights from baltimore to philadelphia 		 Score: 0.8407
are there any flights from philadelphia to dallas which stop in atlanta 		 i would like a flight from philadelphia to dallas that makes a stop in atlanta 		 Score: 0.8407
what are the cheapest one way flights from denver to atlanta 		 what is the least expensive flight from denver to atlanta 		 Score: 0.8407
id like to fly from philadelphia to san francisco with a stopover in dallas 		 id like information on flights between philadelphia and san francisco with a stop in dallas 		 Score: 0.8407
show me the united flights which go from boston to washington dc 		 information on flights from boston to washington 		 Score: 0.8407
find me a flight from boston to san francisco with a layover in denver 		 find a transcontinental flight on american airlines from boston to san francisco that makes a stopover in denver 		 Score: 0.8407
show me the latest flight to love field 		 show me the flights arriving at love field 		 Score: 0.8407
id like to know the earliest flights from boston to atlanta georgia 		 id like to find the earliest flight possible from san francisco to atlanta 		 Score: 0.8407
id like to see all flights from baltimore to philadelphia 		 id like to see the flights from baltimore to philadelphia 		 Score: 0.8407
i want to fly united airlines from boston to denver 		 i would like a flight from atlanta to denver 		 Score: 0.8407
what flights go from philadelphia to dallas with a stopover in atlanta 		 find all flights from philadelphia to dallas stopping in atlanta 		 Score: 0.8406
show me the cheapest flights from baltimore to dallas 		 show me the economy flights from baltimore to dallas 		 Score: 0.8406
show morning flights from philadelphia to dallas 		 show me flights to san francisco from philadelphia stopping in dallas 		 Score: 0.8406
give me flights that arrive in baltimore from atlanta 		 show me all the direct flights from baltimore to atlanta 		 Score: 0.8406
i want a flight from milwaukee to orlando one way leaving after 5 pm on wednesday 		 show me flights from milwaukee to orlando on wednesday after 6 pm 		 Score: 0.8406
whats the first flight from boston to san francisco 		 what is the first flight after 8 am from boston to san francisco 		 Score: 0.8406
show me the united flights from denver to baltimore 		 show me a list of flights from denver to baltimore on united for august third 		 Score: 0.8406
what flights go from philadelphia to dallas via atlanta 		 does american airlines fly from atlanta to philadelphia 		 Score: 0.8406
show all nonstop flights from boston to san francisco 		 show me flights from boston to san francisco 		 Score: 0.8406
show me all flights from philadelphia to san francisco with one stop in dallas 		 show me the flights from san francisco to dallas 		 Score: 0.8406
show me the flights from boston to baltimore 		 now show me the flights from pittsburgh to baltimore 		 Score: 0.8406
